species,Phylum,window_label,cell_id,n_obs,tgb,n_corr,p_corr
Lepomis gibbosus,Chordata,2005-2009,4539,1,330,0.17235084417508337,0.0030303030303030303
Lepomis gibbosus,Chordata,2005-2009,4674,1,2236,0.12965307107191362,4.472271914132379e-4
Lepomis gibbosus,Chordata,2005-2009,4800,1,877,0.14754383932309179,0.0011402508551881414
Lepomis gibbosus,Chordata,2005-2009,4954,1,240,0.18232215561052253,0.004166666666666667
Lepomis gibbosus,Chordata,2005-2009,5017,1,151,0.19904931971422546,0.006622516556291391
Lepomis gibbosus,Chordata,2005-2009,5019,1,244,0.18177659759420406,0.004098360655737705
Lepomis gibbosus,Chordata,2005-2009,5154,5,1074,0.7163245848006627,0.004655493482309125
Lepomis gibbosus,Chordata,2005-2009,5155,13,13925,1.3624673748936664,9.335727109515261e-4
Lepomis gibbosus,Chordata,2005-2009,5156,1,22869,0.09962559419503345,4.372731645458918e-5
Lepomis gibbosus,Chordata,2005-2009,5232,1,141,0.20178266682373375,0.0070921985815602835
Lepomis gibbosus,Chordata,2005-2009,5281,1,1039,0.1439475249564828,9.624639076034649e-4
Lepomis gibbosus,Chordata,2005-2009,5289,3,1590,0.4069386828138479,0.0018867924528301887
Lepomis gibbosus,Chordata,2005-2009,5290,14,527,2.233176739745854,0.026565464895635674
Lepomis gibbosus,Chordata,2005-2009,5291,5,12532,0.5298787811526124,3.989786147462496e-4
Lepomis gibbosus,Chordata,2005-2009,5292,1,633,0.15498952457765786,0.001579778830963665
Lepomis gibbosus,Chordata,2005-2009,5421,1,354,0.17029631145892507,0.002824858757062147
Lepomis gibbosus,Chordata,2005-2009,5424,1,2065,0.1310037435488239,4.8426150121065375e-4
Lepomis gibbosus,Chordata,2005-2009,5425,2,5547,0.2319864606562207,3.60555255092843e-4
Lepomis gibbosus,Chordata,2005-2009,5426,11,301,1.9263007769000067,0.036544850498338874
Lepomis gibbosus,Chordata,2005-2009,5427,5,198,0.9445894702012068,0.025252525252525252
Lepomis gibbosus,Chordata,2005-2009,5560,4,3701,0.4868176775112519,0.0010807889759524452
Lepomis gibbosus,Chordata,2005-2009,5561,15,8634,1.6549753707214974,0.0017373175816539264
Lepomis gibbosus,Chordata,2005-2009,5563,30,171,5.828078132989362,0.17543859649122806
Lepomis gibbosus,Chordata,2005-2009,5564,24,3194,2.9742200676364283,0.007514088916718848
Lepomis gibbosus,Chordata,2005-2009,5697,24,372,4.0529734302570635,0.06451612903225806
Lepomis gibbosus,Chordata,2005-2009,5698,14,1828,1.8638027105454693,0.007658643326039387
Lepomis gibbosus,Chordata,2005-2009,5741,1,50,0.25433477814404226,0.02
Lepomis gibbosus,Chordata,2005-2009,5814,1,3230,0.12375399886039337,3.0959752321981426e-4
Lepomis gibbosus,Chordata,2005-2009,5825,4,313,0.6957256200444097,0.012779552715654952
Lepomis gibbosus,Chordata,2005-2009,5826,1,2442,0.12818898836909792,4.095004095004095e-4
Lepomis gibbosus,Chordata,2005-2009,5833,3,464,0.48843727282919625,0.00646551724137931
Lepomis gibbosus,Chordata,2005-2009,5917,1,114,0.21075117050092493,0.008771929824561403
Lepomis gibbosus,Chordata,2005-2009,5919,1,134,0.20386217799573403,0.007462686567164179
Lepomis gibbosus,Chordata,2005-2009,5961,2,1966,0.2637038721473351,0.001017293997965412
Lepomis gibbosus,Chordata,2005-2009,5962,3,446,0.49159708235295824,0.006726457399103139
Lepomis gibbosus,Chordata,2005-2009,5965,2,310,0.34844462694049666,0.0064516129032258064
Lepomis gibbosus,Chordata,2005-2009,6047,1,6485,0.11392893720105958,1.5420200462606013e-4
Lepomis gibbosus,Chordata,2005-2009,6053,1,240,0.18232215561052253,0.004166666666666667
Lepomis gibbosus,Chordata,2005-2009,6054,1,222,0.18493956587030455,0.0045045045045045045
Lepomis gibbosus,Chordata,2005-2009,6059,1,154,0.19827795135597165,0.006493506493506494
Lepomis gibbosus,Chordata,2005-2009,6082,1,82,0.22630370469475658,0.012195121951219513
Lepomis gibbosus,Chordata,2005-2009,6097,2,6024,0.22978805103618294,3.3200531208499334e-4
Lepomis gibbosus,Chordata,2005-2009,6098,1,890,0.14722457182171475,0.0011235955056179776
Lepomis gibbosus,Chordata,2005-2009,6194,1,176,0.19319379300543385,0.005681818181818182
Lepomis gibbosus,Chordata,2005-2009,6217,5,473,0.8115292570002978,0.010570824524312896
Lepomis gibbosus,Chordata,2005-2009,6219,1,1404,0.1379730433395053,7.122507122507123e-4
Lepomis gibbosus,Chordata,2005-2009,6233,2,232,0.36690256673785443,0.008620689655172414
Lepomis gibbosus,Chordata,2005-2009,6319,1,352,0.1704603162064691,0.002840909090909091
Lepomis gibbosus,Chordata,2005-2009,6321,1,2907,0.1253883773541808,3.439972480220158e-4
Lepomis gibbosus,Chordata,2005-2009,6356,1,204,0.1878636342819447,0.004901960784313725
Lepomis gibbosus,Chordata,2005-2009,6357,2,57322,0.1825407574863569,3.4890617912843234e-5
Lepomis gibbosus,Chordata,2005-2009,6428,1,285,0.1768036506147358,0.0035087719298245615
Lepomis gibbosus,Chordata,2005-2009,6435,1,96,0.21859304439100327,0.010416666666666666
Lepomis gibbosus,Chordata,2005-2009,6438,1,174,0.19361886534096467,0.005747126436781609
Lepomis gibbosus,Chordata,2005-2009,6455,1,1556,0.13604486768314855,6.426735218508997e-4
Lepomis gibbosus,Chordata,2005-2009,6456,1,314,0.1738352668944562,0.0031847133757961785
Lepomis gibbosus,Chordata,2005-2009,6466,1,113,0.21113980144539465,0.008849557522123894
Lepomis gibbosus,Chordata,2005-2009,6493,2,216,0.3717543046957613,0.009259259259259259
Lepomis gibbosus,Chordata,2005-2009,6567,1,133,0.20417164318237246,0.007518796992481203
Lepomis gibbosus,Chordata,2005-2009,6568,1,1868,0.13274643818875828,5.353319057815846e-4
Lepomis gibbosus,Chordata,2005-2009,6570,1,455,0.16333216405677026,0.002197802197802198
Lepomis gibbosus,Chordata,2005-2009,6571,1,1219,0.14071414408225535,8.203445447087777e-4
Lepomis gibbosus,Chordata,2005-2009,6572,2,1607,0.27090189452066704,0.0012445550715619166
Lepomis gibbosus,Chordata,2005-2009,6586,1,166,0.19538905998164785,0.006024096385542169
Lepomis gibbosus,Chordata,2005-2009,6593,1,350,0.170625571701647,0.002857142857142857
Lepomis gibbosus,Chordata,2005-2009,6597,1,181,0.1921596300948879,0.0055248618784530384
Lepomis gibbosus,Chordata,2005-2009,6601,1,79,0.2282049114186687,0.012658227848101266
Lepomis gibbosus,Chordata,2005-2009,6602,1,129,0.20544281918875867,0.007751937984496124
Lepomis gibbosus,Chordata,2005-2009,6630,1,247,0.18137533756930796,0.004048582995951417
Lepomis gibbosus,Chordata,2005-2009,6701,2,194,0.37929075809457446,0.010309278350515464
Lepomis gibbosus,Chordata,2005-2009,6703,1,100,0.21667906533553166,0.01
Lepomis gibbosus,Chordata,2005-2009,6705,1,297,0.17552810084101317,0.003367003367003367
Lepomis gibbosus,Chordata,2005-2009,6706,3,2524,0.3829463110708281,0.0011885895404120444
Lepomis gibbosus,Chordata,2005-2009,6707,1,826,0.1488581531315973,0.0012106537530266344
Lepomis gibbosus,Chordata,2005-2009,6720,1,200,0.18856166434639035,0.005
Lepomis gibbosus,Chordata,2005-2009,6723,1,877,0.14754383932309179,0.0011402508551881414
Lepomis gibbosus,Chordata,2005-2009,6728,1,504,0.16065396627924597,0.001984126984126984
Lepomis gibbosus,Chordata,2005-2009,6729,1,11194,0.10725905092214236,8.933357155619081e-5
Lepomis gibbosus,Chordata,2005-2009,6737,1,117,0.20961352064055247,0.008547008547008548
Lepomis gibbosus,Chordata,2005-2009,6743,1,118,0.209243389805969,0.00847457627118644
Lepomis gibbosus,Chordata,2005-2009,6836,1,598,0.156365769352528,0.0016722408026755853
Lepomis gibbosus,Chordata,2005-2009,6840,2,289,0.3527410940666895,0.006920415224913495
Lepomis gibbosus,Chordata,2005-2009,6841,3,628,0.46553986573142464,0.004777070063694267
Lepomis gibbosus,Chordata,2005-2009,6842,1,6108,0.11471154487467299,1.6371971185330714e-4
Lepomis gibbosus,Chordata,2005-2009,6843,2,532,0.3185463367700011,0.0037593984962406013
Lepomis gibbosus,Chordata,2005-2009,6844,1,3221,0.12379673345103236,3.104625892579944e-4
Lepomis gibbosus,Chordata,2005-2009,6850,3,259,0.5395022047777478,0.011583011583011582
Lepomis gibbosus,Chordata,2005-2009,6851,1,242,0.1820478453253675,0.004132231404958678
Lepomis gibbosus,Chordata,2005-2009,6852,1,190,0.19039374352829713,0.005263157894736842
Lepomis gibbosus,Chordata,2005-2009,6853,1,201,0.18838537485394247,0.004975124378109453
Lepomis gibbosus,Chordata,2005-2009,6855,2,142,0.40299468329220267,0.014084507042253521
Lepomis gibbosus,Chordata,2005-2009,6856,1,133,0.20417164318237246,0.007518796992481203
Lepomis gibbosus,Chordata,2005-2009,6858,1,217,0.18571843568225221,0.004608294930875576
Lepomis gibbosus,Chordata,2005-2009,6866,1,3222,0.12379197781329654,3.1036623215394165e-4
Lepomis gibbosus,Chordata,2005-2009,6872,1,599,0.15632499556792623,0.001669449081803005
Lepomis gibbosus,Chordata,2005-2009,6873,2,109,0.4254884276413387,0.01834862385321101
Lepomis gibbosus,Chordata,2005-2009,6900,13,257,2.341093933998711,0.05058365758754864
Lepomis gibbosus,Chordata,2005-2009,6965,2,380,0.33654173290299905,0.005263157894736842
Lepomis gibbosus,Chordata,2005-2009,6966,1,69,0.23537745555238682,0.014492753623188406
Lepomis gibbosus,Chordata,2005-2009,6967,1,618,0.15556683619500927,0.0016181229773462784
Lepomis gibbosus,Chordata,2005-2009,6973,1,137,0.20295281385904423,0.0072992700729927005
Lepomis gibbosus,Chordata,2005-2009,6975,1,108,0.21315835557367352,0.009259259259259259
Lepomis gibbosus,Chordata,2005-2009,6976,1,1853,0.13288858631093237,5.396654074473826e-4
Lepomis gibbosus,Chordata,2005-2009,6977,1,165,0.1956186206621379,0.006060606060606061
Lepomis gibbosus,Chordata,2005-2009,6978,2,405,0.3329807533549385,0.0049382716049382715
Lepomis gibbosus,Chordata,2005-2009,6981,2,430,0.3297006862213354,0.004651162790697674
Lepomis gibbosus,Chordata,2005-2009,6983,4,152,0.7951594001368358,0.02631578947368421
Lepomis gibbosus,Chordata,2005-2009,6984,2,133,0.40834328636474493,0.015037593984962405
Lepomis gibbosus,Chordata,2005-2009,6985,1,136,0.20325282050390903,0.007352941176470588
Lepomis gibbosus,Chordata,2005-2009,6986,3,563,0.47355553415988283,0.0053285968028419185
Lepomis gibbosus,Chordata,2005-2009,6987,2,211,0.3733721249775747,0.009478672985781991
Lepomis gibbosus,Chordata,2005-2009,6988,1,30,0.29120667621996243,0.03333333333333333
Lepomis gibbosus,Chordata,2005-2009,6989,1,803,0.14948578528572054,0.0012453300124533001
Lepomis gibbosus,Chordata,2005-2009,6993,1,114,0.21075117050092493,0.008771929824561403
Lepomis gibbosus,Chordata,2005-2009,6994,1,332,0.1721720845735255,0.0030120481927710845
Lepomis gibbosus,Chordata,2005-2009,6995,1,120,0.20851619571212315,0.008333333333333333
Lepomis gibbosus,Chordata,2005-2009,6996,1,1838,0.13303219766674737,5.44069640914037e-4
Lepomis gibbosus,Chordata,2005-2009,6998,1,1235,0.14045662599082614,8.097165991902834e-4
Lepomis gibbosus,Chordata,2005-2009,7002,1,13024,0.105545064689354,7.678132678132678e-5
Lepomis gibbosus,Chordata,2005-2009,7008,1,197,0.18909786404425666,0.005076142131979695
Lepomis gibbosus,Chordata,2005-2009,7009,2,271,0.35677321038940796,0.007380073800738007
Lepomis gibbosus,Chordata,2005-2009,7010,1,95,0.21908933281411486,0.010526315789473684
Lepomis gibbosus,Chordata,2005-2009,7011,1,100,0.21667906533553166,0.01
Lepomis gibbosus,Chordata,2005-2009,7038,2,44149,0.18699718433402787,4.530113932365399e-5
Lepomis gibbosus,Chordata,2005-2009,7103,1,312,0.17402795669430518,0.003205128205128205
Lepomis gibbosus,Chordata,2005-2009,7116,4,20589,0.40271588370153305,1.9427849822720872e-4
Lepomis gibbosus,Chordata,2005-2009,7117,2,372,0.33774778585475534,0.005376344086021506
Lepomis gibbosus,Chordata,2005-2009,7118,1,1766,0.13374279184225693,5.662514156285391e-4
Lepomis gibbosus,Chordata,2005-2009,7120,1,138,0.20265584813122056,0.007246376811594203
Lepomis gibbosus,Chordata,2005-2009,7121,1,154,0.19827795135597165,0.006493506493506494
Lepomis gibbosus,Chordata,2005-2009,7124,3,178,0.5783259838938796,0.016853932584269662
Lepomis gibbosus,Chordata,2005-2009,7126,1,178,0.19277532796462654,0.0056179775280898875
Lepomis gibbosus,Chordata,2005-2009,7127,3,588,0.47033545793619724,0.00510204081632653
Lepomis gibbosus,Chordata,2005-2009,7128,1,169,0.19471169132843705,0.005917159763313609
Lepomis gibbosus,Chordata,2005-2009,7129,1,118,0.209243389805969,0.00847457627118644
Lepomis gibbosus,Chordata,2005-2009,7130,1,447,0.16380571166444102,0.0022371364653243847
Lepomis gibbosus,Chordata,2005-2009,7133,1,78,0.22886186853915486,0.01282051282051282
Lepomis gibbosus,Chordata,2005-2009,7141,1,105,0.21443402172070247,0.009523809523809525
Lepomis gibbosus,Chordata,2005-2009,7142,1,142,0.20149734164610134,0.007042253521126761
Lepomis gibbosus,Chordata,2005-2009,7143,1,164,0.19585011338479313,0.006097560975609756
Lepomis gibbosus,Chordata,2005-2009,7144,2,132,0.4089687561278978,0.015151515151515152
Lepomis gibbosus,Chordata,2005-2009,7145,1,438,0.1643520579278993,0.00228310502283105
Lepomis gibbosus,Chordata,2005-2009,7173,18,464,2.9306236369751772,0.03879310344827586
Lepomis gibbosus,Chordata,2005-2009,7174,13,30502,1.259009140320803,4.2620156055340634e-4
Lepomis gibbosus,Chordata,2005-2009,7175,12,39106,1.1348529967769636,3.068582826164783e-4
Lepomis gibbosus,Chordata,2005-2009,7240,1,101,0.2162174871877535,0.009900990099009901
Lepomis gibbosus,Chordata,2005-2009,7241,1,218,0.18556071437446803,0.0045871559633027525
Lepomis gibbosus,Chordata,2005-2009,7242,1,97,0.2181040551873126,0.010309278350515464
Lepomis gibbosus,Chordata,2005-2009,7243,1,136,0.20325282050390903,0.007352941176470588
Lepomis gibbosus,Chordata,2005-2009,7251,1,291,0.17615701417250582,0.003436426116838488
Lepomis gibbosus,Chordata,2005-2009,7252,1,965,0.1454934036378275,0.0010362694300518134
Lepomis gibbosus,Chordata,2005-2009,7254,1,1675,0.13469527713149776,5.970149253731343e-4
Lepomis gibbosus,Chordata,2005-2009,7256,1,108,0.21315835557367352,0.009259259259259259
Lepomis gibbosus,Chordata,2005-2009,7261,1,202,0.18821028282068325,0.0049504950495049506
Lepomis gibbosus,Chordata,2005-2009,7262,2,1894,0.2650068714768744,0.0010559662090813093
Lepomis gibbosus,Chordata,2005-2009,7263,3,137,0.6088584415771328,0.021897810218978103
Lepomis gibbosus,Chordata,2005-2009,7264,1,337,0.17173143024266865,0.002967359050445104
Lepomis gibbosus,Chordata,2005-2009,7269,1,61,0.2422988705246811,0.01639344262295082
Lepomis gibbosus,Chordata,2005-2009,7277,1,734,0.15151812450248373,0.0013623978201634877
Lepomis gibbosus,Chordata,2005-2009,7278,1,2500,0.12780457668621606,4e-4
Lepomis gibbosus,Chordata,2005-2009,7309,5,10472,0.5401577120383337,4.774637127578304e-4
Lepomis gibbosus,Chordata,2005-2009,7310,13,6780,1.4736088228756572,0.0019174041297935103
Lepomis gibbosus,Chordata,2005-2009,7311,2,12181,0.2125914801950134,1.641901321730564e-4
Lepomis gibbosus,Chordata,2005-2009,7377,1,325,0.1728041701966084,0.003076923076923077
Lepomis gibbosus,Chordata,2005-2009,7386,2,787,0.2998726400478837,0.0025412960609911056
Lepomis gibbosus,Chordata,2005-2009,7391,1,242,0.1820478453253675,0.004132231404958678
Lepomis gibbosus,Chordata,2005-2009,7394,1,93,0.2201045822301589,0.010752688172043012
Lepomis gibbosus,Chordata,2005-2009,7395,2,172,0.3881014616241433,0.011627906976744186
Lepomis gibbosus,Chordata,2005-2009,7396,3,351,0.5116283596561642,0.008547008547008548
Lepomis gibbosus,Chordata,2005-2009,7397,2,253,0.3611846248676728,0.007905138339920948
Lepomis gibbosus,Chordata,2005-2009,7400,3,85,0.6734993480466286,0.03529411764705882
Lepomis gibbosus,Chordata,2005-2009,7401,2,159,0.3940751731490904,0.012578616352201259
Lepomis gibbosus,Chordata,2005-2009,7404,1,103,0.21531348711084464,0.009708737864077669
Lepomis gibbosus,Chordata,2005-2009,7405,1,187,0.1909693656682039,0.0053475935828877
Lepomis gibbosus,Chordata,2005-2009,7406,1,437,0.16441368104886364,0.002288329519450801
Lepomis gibbosus,Chordata,2005-2009,7407,1,77,0.22953106112437666,0.012987012987012988
Lepomis gibbosus,Chordata,2005-2009,7408,1,1399,0.13804094333676004,7.147962830593281e-4
Lepomis gibbosus,Chordata,2005-2009,7409,1,650,0.15435648864128157,0.0015384615384615385
Lepomis gibbosus,Chordata,2005-2009,7410,2,189,0.3811684437682579,0.010582010582010581
Lepomis gibbosus,Chordata,2005-2009,7411,1,133,0.20417164318237246,0.007518796992481203
Lepomis gibbosus,Chordata,2005-2009,7412,1,389,0.16761237088628497,0.002570694087403599
Lepomis gibbosus,Chordata,2005-2009,7422,2,211,0.3733721249775747,0.009478672985781991
Lepomis gibbosus,Chordata,2005-2009,7516,1,118,0.209243389805969,0.00847457627118644
Lepomis gibbosus,Chordata,2005-2009,7517,1,238,0.18259959014012006,0.004201680672268907
Lepomis gibbosus,Chordata,2005-2009,7518,1,141,0.20178266682373375,0.0070921985815602835
Lepomis gibbosus,Chordata,2005-2009,7519,1,581,0.15707290377140282,0.0017211703958691911
Lepomis gibbosus,Chordata,2005-2009,7521,3,1159,0.4251595062781195,0.0025884383088869713
Lepomis gibbosus,Chordata,2005-2009,7533,1,167,0.19516140316748692,0.005988023952095809
Lepomis gibbosus,Chordata,2005-2009,7535,1,86,0.2239186238120062,0.011627906976744186
Lepomis gibbosus,Chordata,2005-2009,7537,1,351,0.17054278655205474,0.002849002849002849
Lepomis gibbosus,Chordata,2005-2009,7538,3,878,0.4425571905998141,0.003416856492027335
Lepomis gibbosus,Chordata,2005-2009,7539,1,2249,0.12955573855445546,4.4464206313917296e-4
Lepomis gibbosus,Chordata,2005-2009,7540,1,109,0.21274421382066935,0.009174311926605505
Lepomis gibbosus,Chordata,2005-2009,7541,2,1993,0.26323070052061576,0.0010035122930255895
Lepomis gibbosus,Chordata,2005-2009,7542,1,432,0.16472462570525825,0.0023148148148148147
Lepomis gibbosus,Chordata,2005-2009,7543,2,513,0.3203986648584197,0.003898635477582846
Lepomis gibbosus,Chordata,2005-2009,7555,1,86,0.2239186238120062,0.011627906976744186
Lepomis gibbosus,Chordata,2005-2009,7652,2,312,0.34805591338861036,0.00641025641025641
Lepomis gibbosus,Chordata,2005-2009,7656,1,1162,0.14166797875674292,8.605851979345956e-4
Lepomis gibbosus,Chordata,2005-2009,7674,1,129,0.20544281918875867,0.007751937984496124
Lepomis gibbosus,Chordata,2005-2009,7676,6,172,1.16430438487243,0.03488372093023256
Lepomis gibbosus,Chordata,2005-2009,7679,1,92,0.22062394912909372,0.010869565217391304
Lepomis gibbosus,Chordata,2005-2009,7715,4,538,0.6359588052758187,0.007434944237918215
Lepomis gibbosus,Chordata,2005-2009,7786,1,129,0.20544281918875867,0.007751937984496124
Lepomis gibbosus,Chordata,2005-2009,7788,1,91,0.2211514277946646,0.01098901098901099
Lepomis gibbosus,Chordata,2005-2009,7790,2,106,0.4280062614855671,0.018867924528301886
Lepomis gibbosus,Chordata,2005-2009,7792,2,317,0.34709860553777366,0.006309148264984227
Lepomis gibbosus,Chordata,2005-2009,7809,2,60,0.48651456261652926,0.03333333333333333
Lepomis gibbosus,Chordata,2005-2009,7812,1,115,0.2103673139243114,0.008695652173913044
Lepomis gibbosus,Chordata,2005-2009,7829,1,123,0.2074567608530314,0.008130081300813009
Lepomis gibbosus,Chordata,2005-2009,7849,3,3945,0.36229881409346765,7.604562737642585e-4
Lepomis gibbosus,Chordata,2005-2009,7922,2,107,0.42715590464738135,0.018691588785046728
Lepomis gibbosus,Chordata,2005-2009,7923,1,138,0.20265584813122056,0.007246376811594203
Lepomis gibbosus,Chordata,2005-2009,7924,1,112,0.21153331149217683,0.008928571428571428
Lepomis gibbosus,Chordata,2005-2009,7936,1,229,0.18388845457974975,0.004366812227074236
Lepomis gibbosus,Chordata,2005-2009,7941,2,103,0.4306269742216893,0.019417475728155338
Lepomis gibbosus,Chordata,2005-2009,7950,1,68,0.23617733727628992,0.014705882352941176
Lepomis gibbosus,Chordata,2005-2009,7951,4,237,0.7309579950503994,0.016877637130801686
Lepomis gibbosus,Chordata,2005-2009,7952,1,95,0.21908933281411486,0.010526315789473684
Lepomis gibbosus,Chordata,2005-2009,7964,1,97,0.2181040551873126,0.010309278350515464
Lepomis gibbosus,Chordata,2005-2009,8060,1,184,0.19155782354835868,0.005434782608695652
Lepomis gibbosus,Chordata,2005-2009,8061,1,144,0.20093500109845577,0.006944444444444444
Lepomis gibbosus,Chordata,2005-2009,8062,2,98,0.4352443603710185,0.02040816326530612
Lepomis gibbosus,Chordata,2005-2009,8063,2,272,0.35653980856392814,0.007352941176470588
Lepomis gibbosus,Chordata,2005-2009,8067,3,112,0.6345999344765305,0.026785714285714284
Lepomis gibbosus,Chordata,2005-2009,8068,1,86,0.2239186238120062,0.011627906976744186
Lepomis gibbosus,Chordata,2005-2009,8070,8,258,1.4396702419389285,0.031007751937984496
Lepomis gibbosus,Chordata,2005-2009,8071,5,286,0.8834730474241618,0.017482517482517484
Lepomis gibbosus,Chordata,2005-2009,8072,1,154,0.19827795135597165,0.006493506493506494
Lepomis gibbosus,Chordata,2005-2009,8074,3,160,0.5903879684665034,0.01875
Lepomis gibbosus,Chordata,2005-2009,8075,2,146,0.40076686043182796,0.0136986301369863
Lepomis gibbosus,Chordata,2005-2009,8076,5,105,1.0721701086035123,0.047619047619047616
Lepomis gibbosus,Chordata,2005-2009,8077,1,125,0.20677041149372208,0.008
Lepomis gibbosus,Chordata,2005-2009,8087,1,105,0.21443402172070247,0.009523809523809525
Lepomis gibbosus,Chordata,2005-2009,8093,2,0,NA,NA
Lepomis gibbosus,Chordata,2005-2009,8194,4,294,0.703361584913642,0.013605442176870748
Lepomis gibbosus,Chordata,2005-2009,8195,1,106,0.21400313074278354,0.009433962264150943
Lepomis gibbosus,Chordata,2005-2009,8196,2,137,0.40590562771808847,0.014598540145985401
Lepomis gibbosus,Chordata,2005-2009,8197,2,133,0.40834328636474493,0.015037593984962405
Lepomis gibbosus,Chordata,2005-2009,8199,1,91,0.2211514277946646,0.01098901098901099
Lepomis gibbosus,Chordata,2005-2009,8201,2,87,0.4466941136821939,0.022988505747126436
Lepomis gibbosus,Chordata,2005-2009,8205,3,378,0.5052600769713291,0.007936507936507936
Lepomis gibbosus,Chordata,2005-2009,8206,3,1774,0.4009861210061312,0.0016910935738444193
Lepomis gibbosus,Chordata,2005-2009,8207,1,230,0.1837418686306834,0.004347826086956522
Lepomis gibbosus,Chordata,2005-2009,8210,1,200,0.18856166434639035,0.005
Lepomis gibbosus,Chordata,2005-2009,8211,1,134,0.20386217799573403,0.007462686567164179
Lepomis gibbosus,Chordata,2005-2009,8213,2,133,0.40834328636474493,0.015037593984962405
Lepomis gibbosus,Chordata,2005-2009,8218,4,268,0.7149609208767923,0.014925373134328358
Lepomis gibbosus,Chordata,2005-2009,8227,1,211,0.18668606248878736,0.004739336492890996
Lepomis gibbosus,Chordata,2005-2009,8327,1,56,0.2473379469500514,0.017857142857142856
Lepomis gibbosus,Chordata,2005-2009,8329,1,349,0.17070867379813556,0.0028653295128939827
Lepomis gibbosus,Chordata,2005-2009,8331,5,7185,0.5630700400795623,6.958942240779402e-4
Lepomis gibbosus,Chordata,2005-2009,8332,4,151,0.7961972788569018,0.026490066225165563
Lepomis gibbosus,Chordata,2005-2009,8334,6,1638,0.8106090810198431,0.003663003663003663
Lepomis gibbosus,Chordata,2005-2009,8335,2,1728,0.26826558371079046,0.0011574074074074073
Lepomis gibbosus,Chordata,2005-2009,8337,1,523,0.1597063528015264,0.0019120458891013384
Lepomis gibbosus,Chordata,2005-2009,8339,2,713,0.30437309741519025,0.002805049088359046
Lepomis gibbosus,Chordata,2005-2009,8340,1,3619,0.12203710230708377,2.7631942525559546e-4
Lepomis gibbosus,Chordata,2005-2009,8345,2,781,0.30021669308212634,0.002560819462227913
Lepomis gibbosus,Chordata,2005-2009,8346,1,192,0.19001688568106462,0.005208333333333333
Lepomis gibbosus,Chordata,2005-2009,8350,2,124,0.4142232897064078,0.016129032258064516
Lepomis gibbosus,Chordata,2005-2009,8354,3,2328,0.386937292626972,0.001288659793814433
Lepomis gibbosus,Chordata,2005-2009,8372,1,231,0.18359614788881806,0.004329004329004329
Lepomis gibbosus,Chordata,2005-2009,8381,2,161,0.3931129492624432,0.012422360248447204
Lepomis gibbosus,Chordata,2005-2009,8464,1,97,0.2181040551873126,0.010309278350515464
Lepomis gibbosus,Chordata,2005-2009,8465,1,94,0.21959311237518594,0.010638297872340425
Lepomis gibbosus,Chordata,2005-2009,8467,1,109,0.21274421382066935,0.009174311926605505
Lepomis gibbosus,Chordata,2005-2009,8469,3,349,0.5121260213944067,0.008595988538681949
Lepomis gibbosus,Chordata,2005-2009,8470,2,199,0.3774783316355097,0.010050251256281407
Lepomis gibbosus,Chordata,2005-2009,8471,3,349,0.5121260213944067,0.008595988538681949
Lepomis gibbosus,Chordata,2005-2009,8472,1,90,0.22168724132403095,0.011111111111111112
Lepomis gibbosus,Chordata,2005-2009,8473,2,147,0.40022314251091723,0.013605442176870748
Lepomis gibbosus,Chordata,2005-2009,8474,4,145,0.8026315685865341,0.027586206896551724
Lepomis gibbosus,Chordata,2005-2009,8475,1,188,0.19077608994233797,0.005319148936170213
Lepomis gibbosus,Chordata,2005-2009,8476,3,631,0.46519637981740863,0.004754358161648178
Lepomis gibbosus,Chordata,2005-2009,8477,3,150,0.5979335611275101,0.02
Lepomis gibbosus,Chordata,2005-2009,8478,1,328,0.17253106214615435,0.003048780487804878
Lepomis gibbosus,Chordata,2005-2009,8479,2,132,0.4089687561278978,0.015151515151515152
Lepomis gibbosus,Chordata,2005-2009,8480,2,204,0.3757272685638894,0.00980392156862745
Lepomis gibbosus,Chordata,2005-2009,8481,1,130,0.20511990258137494,0.007692307692307693
Lepomis gibbosus,Chordata,2005-2009,8486,1,140,0.20207082625776437,0.007142857142857143
Lepomis gibbosus,Chordata,2005-2009,8489,1,121,0.20815895490223127,0.008264462809917356
Lepomis gibbosus,Chordata,2005-2009,8490,1,140,0.20207082625776437,0.007142857142857143
Lepomis gibbosus,Chordata,2005-2009,8491,1,95,0.21908933281411486,0.010526315789473684
Lepomis gibbosus,Chordata,2005-2009,8509,2,97,0.4362081103746252,0.020618556701030927
Lepomis gibbosus,Chordata,2005-2009,8514,9,143,1.810933219718301,0.06293706293706294
Lepomis gibbosus,Chordata,2005-2009,8518,2,134,0.40772435599146806,0.014925373134328358
Lepomis gibbosus,Chordata,2005-2009,8519,4,185,0.7654408546286772,0.021621621621621623
Lepomis gibbosus,Chordata,2005-2009,8601,1,102,0.21576234609177827,0.00980392156862745
Lepomis gibbosus,Chordata,2005-2009,8603,1,153,0.1985327397206032,0.006535947712418301
Lepomis gibbosus,Chordata,2005-2009,8607,2,352,0.3409206324129382,0.005681818181818182
Lepomis gibbosus,Chordata,2005-2009,8608,4,193,0.7593218874198456,0.02072538860103627
Lepomis gibbosus,Chordata,2005-2009,8610,2,108,0.42631671114734704,0.018518518518518517
Lepomis gibbosus,Chordata,2005-2009,8614,1,265,0.17909924977065075,0.0037735849056603774
